arxiv_id,arxiv_version,title,relevance,confidence,decoder_name,decoder_family,decoder_description,error_models,simulation_levels,codes,headline_claims,thresholds,runtime_scaling,limitations,code_repos,abs_url,pdf_url,missing_fields
2601.08824,v3,Breaking the Orthogonality Barrier in Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2601.08824v3,https://arxiv.org/pdf/2601.08824v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2601.18562,v1,Bayesian Optimization for Quantum Error-Correcting Code Discovery,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2601.18562v1,https://arxiv.org/pdf/2601.18562v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2603.04543,v1,Linear-Time Encodable and Decodable Quantum Error-Correcting Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2603.04543v1,https://arxiv.org/pdf/2603.04543v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2603.05481,v1,High-performance syndrome extraction circuits for quantum codes,maybe,0.7,Left-right circuits (LRCs),other,"An automated framework for constructing low-depth, single-ancilla syndrome extraction circuits for arbitrary CSS codes via left/right data-qubit partitioning and optimized non-interleaved CNOT schedules; this is a circuit-construction method rather than a decoder.","Standard circuit noise with independent failures on idle operations, CNOTs, preparations, and measurements.",circuit_level,"HGP625 [[625,25,8]]; Tanner200 [[200,10,10]]; Haah128 [[128,14,8]]; FB126 [[126,8,9]]; gross [[144,12,12]]","Optimized left-right circuits reduce circuit depth and logical failure rates relative to alternative single-ancilla SEC constructions, with up to order-of-magnitude improvements in logical error rate on the benchmark set.; For the gross code, no non-interleaving SEC can achieve circuit distance 12.; For the gross code, no uniformly tiled non-interleaved SEC can achieve circuit distance 11.; An explicit three-colour depth-8 left-right schedule for the gross code is identified and conjectured to attain circuit distance 11.",Unknown / not specified,The ranking workflow is designed so that most candidate circuits can be screened using precomputed residual-distance information rather than expensive circuit-level simulations.; Residual-distance profiles are fast but imperfect surrogates; more comprehensive extended-code analysis is reserved for a small number of promising candidates.,"No threshold value is claimed.; The gross-code distance-11 result is a conjecture supported by extensive search rather than a formal proof.; The no-distance-12 proof applies to non-interleaved circuits; interleaved circuits may still achieve circuit distance 12.; Residual-distance profiles do not capture all interactions between residual errors from different checks.; For some codes, denser detector error models produced by LRCs can increase BPOSD decoding time.",Unknown / not specified,https://arxiv.org/abs/2603.05481v1,https://arxiv.org/pdf/2603.05481v1,performance_claims.thresholds; links.code_repo_urls
1504.00822,v1,Quantum Expander Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1504.00822v1,https://arxiv.org/pdf/1504.00822v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
1901.06319,v3,Optimal quantum subsystem codes in 2-dimensions,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1901.06319v3,https://arxiv.org/pdf/1901.06319v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
1903.07404,v2,Modified belief propagation decoders for quantum low-density parity-check codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1903.07404v2,https://arxiv.org/pdf/1903.07404v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2004.07247,v2,Cellular automaton decoders for topological quantum codes with noisy measurements and beyond,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2004.07247v2,https://arxiv.org/pdf/2004.07247v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2004.11199,v2,Combining hard and soft decoders for hypergraph product codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2004.11199v2,https://arxiv.org/pdf/2004.11199v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2005.07016,v2,Decoding Across the Quantum LDPC Code Landscape,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2005.07016v2,https://arxiv.org/pdf/2005.07016v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2012.15297,v2,Trapping Sets of Quantum LDPC Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2012.15297v2,https://arxiv.org/pdf/2012.15297v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2102.01984,v1,Decoding of Quantum Data-Syndrome Codes via Belief Propagation,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2102.01984v1,https://arxiv.org/pdf/2102.01984v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2104.00304,v3,Log-domain decoding of quantum LDPC codes over binary finite fields,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2104.00304v3,https://arxiv.org/pdf/2104.00304v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2104.13659,v2,Exploiting Degeneracy in Belief Propagation Decoding of Quantum Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2104.13659v2,https://arxiv.org/pdf/2104.13659v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2105.02370,v2,ReShape: a decoder for hypergraph product codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2105.02370v2,https://arxiv.org/pdf/2105.02370v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2111.07029,v2,Finite Rate QLDPC-GKP Coding Scheme that Surpasses the CSS Hamming Bound,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2111.07029v2,https://arxiv.org/pdf/2111.07029v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2202.01702,v3,Bias-tailored quantum LDPC codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2202.01702v3,https://arxiv.org/pdf/2202.01702v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2203.03581,v1,Good quantum LDPC codes with linear time decoder from lossless expanders,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2203.03581v1,https://arxiv.org/pdf/2203.03581v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2205.02341,v1,Soft Syndrome Decoding of Quantum LDPC Codes for Joint Correction of Data and Syndrome Errors,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2205.02341v1,https://arxiv.org/pdf/2205.02341v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2206.03122,v2,Improved single-shot decoding of higher dimensional hypergraph product codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2206.03122v2,https://arxiv.org/pdf/2206.03122v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2206.06557,v1,An efficient decoder for a linear distance quantum LDPC code,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2206.06557v1,https://arxiv.org/pdf/2206.06557v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2206.07571,v2,Efficient decoding up to a constant fraction of the code length for asymptotically good quantum codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2206.07571v2,https://arxiv.org/pdf/2206.07571v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2206.07750,v1,Good Quantum LDPC Codes with Linear Time Decoders,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2206.07750v1,https://arxiv.org/pdf/2206.07750v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2207.06428,v2,Conservation laws and quantum error correction: towards a generalised matching decoder,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2207.06428v2,https://arxiv.org/pdf/2207.06428v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2207.08826,v3,Time-Efficient Constant-Space-Overhead Fault-Tolerant Quantum Computation,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2207.08826v3,https://arxiv.org/pdf/2207.08826v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2208.05537,v3,Decoding quantum Tanner codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2208.05537v3,https://arxiv.org/pdf/2208.05537v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2209.01180,v1,Software Tools for Decoding Quantum Low-Density Parity Check Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2209.01180v1,https://arxiv.org/pdf/2209.01180v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2209.13474,v2,Classical product code constructions for quantum Calderbank-Shor-Steane codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2209.13474v2,https://arxiv.org/pdf/2209.13474v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2210.10071,v1,All-photonic one-way quantum repeaters,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2210.10071v1,https://arxiv.org/pdf/2210.10071v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2210.14143,v2,Entanglement Purification with Quantum LDPC Codes and Iterative Decoding,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2210.14143v2,https://arxiv.org/pdf/2210.14143v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2211.03625,v2,Homomorphic Logical Measurements,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2211.03625v2,https://arxiv.org/pdf/2211.03625v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2212.03214,v2,Generalized Belief Propagation Algorithms for Decoding of Surface Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2212.03214v2,https://arxiv.org/pdf/2212.03214v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2212.10245,v2,Neural Belief Propagation Decoding of Quantum LDPC Codes Using Overcomplete Check Matrices,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2212.10245v2,https://arxiv.org/pdf/2212.10245v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2305.17505,v4,Improved belief propagation decoding algorithm based on decoupling representation of Pauli operators for quantum LDPC codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2305.17505v4,https://arxiv.org/pdf/2305.17505v4,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2306.12470,v2,Single-shot decoding of good quantum LDPC codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2306.12470v2,https://arxiv.org/pdf/2306.12470v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2306.17122,v3,Partial Syndrome Measurement for Hypergraph Product Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2306.17122v3,https://arxiv.org/pdf/2306.17122v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2307.14532,v2,Absorbing Sets in Quantum LDPC Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2307.14532v2,https://arxiv.org/pdf/2307.14532v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2308.08208,v2,Quaternary Neural Belief Propagation Decoding of Quantum LDPC Codes with Overcomplete Check Matrices,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2308.08208v2,https://arxiv.org/pdf/2308.08208v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2310.15000,v3,Check-Agnosia based Post-Processor for Message-Passing Decoding of Quantum LDPC Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2310.15000v3,https://arxiv.org/pdf/2310.15000v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2311.01328,v2,Analog information decoding of bosonic quantum LDPC codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2311.01328v2,https://arxiv.org/pdf/2311.01328v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2311.03307,v1,Improved Noisy Syndrome Decoding of Quantum LDPC Codes with Sliding Window,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2311.03307v1,https://arxiv.org/pdf/2311.03307v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2311.18488,v2,Low-Complexity Linear Programming Based Decoding of Quantum LDPC codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2311.18488v2,https://arxiv.org/pdf/2311.18488v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2312.10950,v2,Belief Propagation Decoding of Quantum LDPC Codes with Guided Decimation,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2312.10950v2,https://arxiv.org/pdf/2312.10950v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2401.06874,v3,A Joint Code and Belief Propagation Decoder Design for Quantum LDPC Codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2401.06874v3,https://arxiv.org/pdf/2401.06874v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2402.01532,v2,The closed-branch decoder for quantum LDPC codes,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2402.01532v2,https://arxiv.org/pdf/2402.01532v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2402.13958,v2,Improving threshold for fault-tolerant color code quantum computing by flagged weight optimization,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2402.13958v2,https://arxiv.org/pdf/2402.13958v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2403.16054,v3,Many-hypercube codes: High-rate quantum error-correcting codes for high-performance fault-tolerant quantum computing,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2403.16054v3,https://arxiv.org/pdf/2403.16054v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2403.18901,v1,Toward Low-latency Iterative Decoding of QLDPC Codes Under Circuit-Level Noise,maybe,0.35,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2403.18901v1,https://arxiv.org/pdf/2403.18901v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
