arxiv_id,arxiv_version,title,authors,submitted_date,updated_date,primary_category,categories,relevance,relevance_confidence,decoder_family,decoder_name,missing_fields,paper_dir
2504.05080,v2,Online Gaussian elimination for quantum LDPC decoding,Sam J. Griffiths; Asmae Benhemou; Dan E. Browne,2025-04-07,2025-04-09,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2504.05080
2504.01728,v1,Linear Time Iterative Decoders for Hypergraph-Product and Lifted-Product Codes,Asit Kumar Pradhan; Nithin Raveendran; Narayanan Rengaswamy; Bane Vasić,2025-04-02,2025-04-02,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2504.01728
2305.00137,v6,Spatially-Coupled QLDPC Codes,Siyi Yang; Robert Calderbank,2023-04-29,2025-04-02,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2305.00137
2504.01164,v1,Diversity Methods for Improving Convergence and Accuracy of Quantum Error Correction Decoders Through Hardware Emulation,Francisco Garcia-Herrero; Javier Valls; Llanos Vergara-Picazo; Vicente Torres,2025-04-01,2025-04-01,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2504.01164
2503.21374,v1,Generative Decoding for Quantum Error-correcting Codes,Hanyan Cao; Feng Pan; Dongyang Feng; Yijia Wang; Pan Zhang,2025-03-27,2025-03-27,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2503.21374
2408.06299,v2,Stabilizer Entanglement Distillation and Efficient Fault-Tolerant Encoders,Yu Shi; Ashlesha Patil; Saikat Guha,2024-08-12,2025-03-07,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2408.06299
2503.03936,v1,Construction and Decoding of Quantum Margulis Codes,Michele Pacenti; Dimitris Chytas; Bane Vasic,2025-03-05,2025-03-05,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2503.03936
2502.16408,v1,Decision-tree decoders for general quantum LDPC codes,Kai R. Ott; Bence Hetényi; Michael E. Beverland,2025-02-23,2025-02-23,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2502.16408
2308.08208,v2,Quaternary Neural Belief Propagation Decoding of Quantum LDPC Codes with Overcomplete Check Matrices,Sisi Miao; Alexander Schnerring; Haizheng Li; Laurent Schmalen,2023-08-16,2025-02-15,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2308.08208
2207.08826,v3,Time-Efficient Constant-Space-Overhead Fault-Tolerant Quantum Computation,Hayata Yamasaki; Masato Koashi,2022-07-18,2025-01-28,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2207.08826
2501.05021,v1,Enhanced Min-Sum Decoding of Quantum Codes Using Previous Iteration Dynamics,Dimitris Chytas; Nithin Raveendran; Bane Vasic,2025-01-09,2025-01-09,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2501.05021
2406.14527,v2,Ambiguity Clustering: an accurate and efficient decoder for qLDPC codes,Stasiu Wolanski; Ben Barber,2024-06-20,2025-01-03,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2406.14527
2412.08817,v1,Cluster Decomposition for Improved Erasure Decoding of Quantum LDPC Codes,Hanwen Yao; Mert Gökduman; Henry D. Pfister,2024-12-11,2024-12-11,cs.IT,cs.IT; quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2412.08817
2412.02885,v1,SymBreak: Mitigating Quantum Degeneracy Issues in QLDPC Code Decoders by Breaking Symmetry,Keyi Yin; Xiang Fang; Jixuan Ruan; Hezi Zhang; Dean Tullsen; Andrew Sornborger; Chenxu Liu; Ang Li; Travis Humble; Yufei Ding,2024-12-03,2024-12-03,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2412.02885
2411.08177,v2,Erasure Decoding for Quantum LDPC Codes via Belief Propagation with Guided Decimation,Mert Gökduman; Hanwen Yao; Henry D. Pfister,2024-11-12,2024-11-15,cs.IT,cs.IT; quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2411.08177
2411.04464,v1,Decoding Quasi-Cyclic Quantum LDPC Codes,Louis Golowich; Venkatesan Guruswami,2024-11-07,2024-11-07,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2411.04464
2411.04405,v1,On fault tolerant single-shot logical state preparation and robust long-range entanglement,Thiago Bergamaschi; Yunchao Liu,2024-11-07,2024-11-07,quant-ph,quant-ph; cond-mat.str-el,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2411.04405
2411.04306,v1,List Decodable Quantum LDPC Codes,Thiago Bergamaschi; Fernando Granha Jeronimo; Tushant Mittal; Shashank Srivastava; Madhur Tulsiani,2024-11-06,2024-11-06,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2411.04306
2410.01673,v1,MaxSAT decoders for arbitrary CSS codes,Mohammadreza Noormandipour; Tobias Haug,2024-10-02,2024-10-02,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2410.01673
2409.18689,v1,Fault-Tolerant Belief Propagation for Practical Quantum Memory,Kao-Yueh Kuo; Ching-Yi Lai,2024-09-27,2024-09-27,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2409.18689
2409.14283,v1,"Flag Proxy Networks: Tackling the Architectural, Scheduling, and Decoding Obstacles of Quantum LDPC codes",Suhas Vittal; Ali Javadi-Abhari; Andrew W. Cross; Lev S. Bishop; Moinuddin Qureshi,2024-09-22,2024-09-22,quant-ph,quant-ph; cs.AR,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2409.14283
2402.13958,v2,Improving threshold for fault-tolerant color code quantum computing by flagged weight optimization,Yugo Takada; Keisuke Fujii,2024-02-21,2024-09-17,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2402.13958
2403.16054,v3,Many-hypercube codes: High-rate quantum error-correcting codes for high-performance fault-tolerant quantum computing,Hayato Goto,2024-03-24,2024-08-28,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2403.16054
2408.14652,v1,Continuous Optimization for Decoding Errors,Shashank Srivastava,2024-08-26,2024-08-26,cs.IT,cs.IT; cs.DS,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2408.14652
2408.07038,v2,Machine Learning Message-Passing for the Scalable Decoding of QLDPC Codes,Arshpreet Singh Maan; Alexandru Paler,2024-08-13,2024-08-26,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2408.07038
2208.01002,v3,Fast erasure decoder for hypergraph product codes,Nicholas Connolly; Vivien Londe; Anthony Leverrier; Nicolas Delfosse,2022-08-01,2024-08-21,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2208.01002
2408.05170,v1,Decoding Quantum LDPC Codes Using Graph Neural Networks,Vukan Ninkovic; Ognjen Kundacina; Dejan Vukobratovic; Christian Häger; Alexandre Graell i Amat,2024-08-09,2024-08-09,quant-ph,quant-ph; cs.IT; cs.LG,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2408.05170
2407.15988,v1,Breadth-first graph traversal union-find decoder,Matthias C. Löbl; Susan X. Chen; Stefano Paesani; Anders S. Sørensen,2024-07-22,2024-07-22,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2407.15988
2209.13474,v2,Classical product code constructions for quantum Calderbank-Shor-Steane codes,Dimiter Ostrev; Davide Orsucci; Francisco Lázaro; Balazs Matuz,2022-09-27,2024-07-18,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2209.13474
2406.17070,v1,Collective Bit Flipping-Based Decoding of Quantum LDPC Codes,Dimitris Chytas; Nithin Raveendran; Bane Vasić,2024-06-24,2024-06-24,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2406.17070
2312.10950,v2,Belief Propagation Decoding of Quantum LDPC Codes with Guided Decimation,Hanwen Yao; Waleed Abu Laban; Christian Häger; Alexandre Graell i Amat; Henry D. Pfister,2023-12-18,2024-06-21,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2312.10950
2406.14445,v1,"High-threshold, low-overhead and single-shot decodable fault-tolerant quantum memory",Thomas R. Scruby; Timo Hillmann; Joschka Roffe,2024-06-20,2024-06-20,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2406.14445
2311.01328,v2,Analog information decoding of bosonic quantum LDPC codes,Lucas Berent; Timo Hillmann; Jens Eisert; Robert Wille; Joschka Roffe,2023-11-02,2024-06-10,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2311.01328
2405.07433,v2,Efficient soft-output decoders for the surface code,Nadine Meister; Christopher A. Pattison; John Preskill,2024-05-13,2024-06-01,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2405.07433
2307.14532,v2,Absorbing Sets in Quantum LDPC Codes,Kirsten D. Morris; Tefjol Pllaha; Christine A. Kelley,2023-07-26,2024-05-10,cs.IT,cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2307.14532
2405.03776,v1,Near-optimal decoding algorithm for color codes using Population Annealing,Fernando Martínez-García; Francisco Revson F. Pereira; Pedro Parrado-Rodríguez,2024-05-06,2024-05-06,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2405.03776
2401.06874,v3,A Joint Code and Belief Propagation Decoder Design for Quantum LDPC Codes,Sisi Miao; Jonathan Mandelbaum; Holger Jäkel; Laurent Schmalen,2024-01-12,2024-05-05,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2401.06874
2306.17122,v3,Partial Syndrome Measurement for Hypergraph Product Codes,Noah Berthusen; Daniel Gottesman,2023-06-29,2024-05-01,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2306.17122
2310.15000,v3,Check-Agnosia based Post-Processor for Message-Passing Decoding of Quantum LDPC Codes,Julien du Crest; Francisco Garcia-Herrero; Mehdi Mhalla; Valentin Savin; Javier Valls,2023-10-23,2024-04-29,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2310.15000
2306.12470,v2,Single-shot decoding of good quantum LDPC codes,Shouzhen Gu; Eugene Tang; Libor Caha; Shin Ho Choe; Zhiyang He; Aleksander Kubica,2023-06-21,2024-04-11,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2306.12470
2403.18901,v1,Toward Low-latency Iterative Decoding of QLDPC Codes Under Circuit-Level Noise,Anqi Gong; Sebastian Cammerer; Joseph M. Renes,2024-03-27,2024-03-27,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2403.18901
2207.06428,v2,Conservation laws and quantum error correction: towards a generalised matching decoder,Benjamin J. Brown,2022-07-13,2024-02-28,quant-ph,quant-ph; cond-mat.stat-mech; cond-mat.str-el,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2207.06428
2402.01532,v2,The closed-branch decoder for quantum LDPC codes,Antonio deMarti iOlius; Josu Etxezarreta Martinez,2024-02-02,2024-02-14,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2402.01532
2311.18488,v2,Low-Complexity Linear Programming Based Decoding of Quantum LDPC codes,Sana Javed; Francisco Garcia-Herrero; Bane Vasic; Mark F. Flanagan,2023-11-30,2024-01-19,cs.IT,cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2311.18488
2210.14143,v2,Entanglement Purification with Quantum LDPC Codes and Iterative Decoding,Narayanan Rengaswamy; Nithin Raveendran; Ankur Raina; Bane Vasić,2022-10-25,2024-01-16,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2210.14143
2305.17505,v4,Improved belief propagation decoding algorithm based on decoupling representation of Pauli operators for quantum LDPC codes,Zhengzhong Yi; Zhipeng Liang; Kaixin Zhong; Yulin Wu; Zhou Fang; Xuan Wang,2023-05-27,2023-12-04,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2305.17505
2311.08653,v1,Quantum Locally Recoverable Codes,Louis Golowich; Venkatesan Guruswami,2023-11-15,2023-11-15,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2311.08653
2311.03307,v1,Improved Noisy Syndrome Decoding of Quantum LDPC Codes with Sliding Window,Shilin Huang; Shruti Puri,2023-11-06,2023-11-06,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2311.03307
2310.17758,v2,Graph Neural Networks for Enhanced Decoding of Quantum LDPC Codes,Anqi Gong; Sebastian Cammerer; Joseph M. Renes,2023-10-26,2023-11-06,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2310.17758
2311.00877,v1,Addressing Stopping Failures for Small Set Flip Decoding of Hypergraph Product Codes,Lev Stambler; Anirudh Krishna; Michael E. Beverland,2023-11-01,2023-11-01,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2311.00877
2310.07868,v1,Viderman's algorithm for quantum LDPC codes,Anirudh Krishna; Inbal Livni Navon; Mary Wootters,2023-10-11,2023-10-11,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2310.07868
2308.13377,v1,Layered Decoding of Quantum LDPC Codes,Julien Du Crest; Francisco Garcia-Herrero; Mehdi Mhalla; Valentin Savin; Javier Valls,2023-08-25,2023-08-25,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2308.13377
2307.09025,v1,qecGPT: decoding Quantum Error-correcting Codes with Generative Pre-trained Transformers,Hanyan Cao; Feng Pan; Yijia Wang; Pan Zhang,2023-07-18,2023-07-18,quant-ph,quant-ph; cond-mat.stat-mech; cs.LG; stat.ML,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2307.09025
2206.03122,v2,Improved single-shot decoding of higher dimensional hypergraph product codes,Oscar Higgott; Nikolas P. Breuckmann,2022-06-07,2023-06-27,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2206.03122
2212.03214,v2,Generalized Belief Propagation Algorithms for Decoding of Surface Codes,Josias Old; Manuel Rispler,2022-12-06,2023-06-06,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2212.03214
2202.01702,v3,Bias-tailored quantum LDPC codes,Joschka Roffe; Lawrence Z. Cohen; Armanda O. Quintavalle; Daryus Chandra; Earl T. Campbell,2022-02-03,2023-05-05,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2202.01702
2104.13659,v2,Exploiting Degeneracy in Belief Propagation Decoding of Quantum Codes,Kao-Yueh Kuo; Ching-Yi Lai,2021-04-28,2023-04-02,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2104.13659
2212.10245,v2,Neural Belief Propagation Decoding of Quantum LDPC Codes Using Overcomplete Check Matrices,Sisi Miao; Alexander Schnerring; Haizheng Li; Laurent Schmalen,2022-12-20,2023-03-21,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2212.10245
2205.06125,v3,Stabilizer Inactivation for Message-Passing Decoding of Quantum LDPC Codes,Julien du Crest; Mehdi Mhalla; Valentin Savin,2022-05-12,2023-03-14,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2205.06125
2208.05537,v3,Decoding quantum Tanner codes,Anthony Leverrier; Gilles Zémor,2022-08-10,2022-12-08,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2208.05537
2211.03625,v2,Homomorphic Logical Measurements,Shilin Huang; Tomas Jochym-O'Connor; Theodore J. Yoder,2022-11-07,2022-11-08,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2211.03625
2206.07571,v2,Efficient decoding up to a constant fraction of the code length for asymptotically good quantum codes,Anthony Leverrier; Gilles Zémor,2022-06-15,2022-10-25,quant-ph,quant-ph; cs.CC; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2206.07571
2210.10071,v1,All-photonic one-way quantum repeaters,Daoheng Niu; Yuxuan Zhang; Alireza Shabani; Hassan Shapourian,2022-10-18,2022-10-18,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2210.10071
2209.01180,v1,Software Tools for Decoding Quantum Low-Density Parity Check Codes,Lucas Berent; Lukas Burgholzer; Robert Wille,2022-09-02,2022-09-02,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2209.01180
2105.02370,v2,ReShape: a decoder for hypergraph product codes,Armanda O. Quintavalle; Earl T. Campbell,2021-05-05,2022-07-13,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2105.02370
